2421	4.07	132	3.87	2
2443	1.39	163	5.37	1
2445	2.10	25	3.21	3
2460	2.36	192	3.41	3
2463	0.62	125	0.75	1
2469	4.18	114	2.44	2
2474	0.61	279	0.65	2
2482	0.31	212	0.59	3
2486	0.24	63	0.49	1
2493	2.69	300	2.68	2
2516	3.42	84	5.93	2
2535	1.73	21	2.47	3
2542	0.88	22	1.20	2
2547	2.79	151	4.23	4
2551	2.69	197	1.93	2
2554	0.37	149	0.37	3
2556	3.86	238	4.08	4
2579	3.48	355	3.69	3
2580	0.60	154	0.86	3
2582	3.41	223	4.25	4
2598	1.09	75	0.37	2
2601	1.66	14	1.43	2
2601	1.44	297	3.61	2
2641	1.42	195	2.56	1
2641	3.54	0	3.73	4
2657	0.73	131	0.27	1
2664	1.17	90	0.83	2
2679	2.11	324	2.87	2
2681	1.10	161	1.25	2
2688	1.09	205	0.86	3
2705	1.84	304	3.19	2
2707	3.28	217	4.71	2
2707	3.87	182	3.64	2
2711	0.52	147	0.12	2
2722	3.27	282	5.88	2
2729	3.94	278	2.03	2
2743	2.36	182	3.79	2
2744	3.50	257	2.12	3
2754	0.79	260	2.23	2
2760	0.45	142	0.84	3
2771	3.85	312	6.61	2
2779	0.98	61	2.54	2
2797	0.35	222	0.72	3
2803	3.84	61	3.00	2
2807	3.93	77	1.90	2
2812	2.09	335	3.23	2
2813	1.10	258	0.84	3
2836	3.94	70	3.39	2
2837	0.35	136	0.23	2
2838	1.74	197	5.92	2
2848	2.30	28	5.63	2
2851	0.39	223	0.45	3
2856	2.31	287	3.44	3
2859	0.47	282	2.12	2
2862	0.68	20	0.17	3
2880	3.39	257	1.15	4
2896	0.96	272	0.38	3
2897	2.65	200	2.98	4
2900	2.36	85	1.30	3
2904	0.71	226	1.99	2
2910	3.15	88	0.72	2
2914	3.80	231	5.64	2
2926	0.33	16	0.27	3
2927	1.39	36	2.65	3
2949	2.36	311	4.08	2
2958	1.15	302	2.47	3
2962	1.13	68	0.53	2
2971	0.53	209	1.33	2
2976	2.02	198	2.66	3
2984	3.47	33	4.34	2
3002	0.84	267	2.02	4
3020	0.38	272	0.93	3
3029	0.28	272	0.68	2
3041	2.03	128	4.64	2
3042	1.87	147	1.62	3
3043	1.14	68	1.94	3
3066	3.41	335	1.86	3
3069	1.93	109	2.20	2
3073	1.30	10	1.76	2
3106	0.30	189	0.76	3
3111	3.36	234	5.87	3
3112	1.87	151	0.49	3
3120	1.14	278	0.87	3
3136	1.83	238	2.91	3
3156	1.24	203	2.09	4
3156	3.06	288	5.02	4
3158	2.10	254	4.00	2
3161	2.68	67	3.04	3
3190	2.68	190	5.92	2
3214	0.49	320	0.73	3
3214	1.41	198	2.50	3
3245	1.58	184	3.10	2
3255	3.15	44	4.87	2
3263	0.80	276	2.01	3
3264	3.66	217	1.37	3
3277	2.45	355	5.79	2
3277	3.41	353	5.00	2
3284	3.94	4	2.42	2
3288	3.17	75	4.32	2
3288	3.50	80	4.62	2
3309	3.71	42	2.78	2
3324	3.84	323	3.05	2
3335	2.40	61	2.89	3
3339	3.41	346	1.38	2
3341	3.23	107	4.27	3
3347	3.24	295	2.20	3
3354	3.71	227	2.55	3
3372	2.36	127	1.95	3
3377	1.45	58	4.26	2
3401	0.65	94	0.89	2
3413	2.18	12	3.79	3
3415	0.74	89	0.03	3
3418	1.13	43	1.29	3
3432	0.66	113	1.37	3
3435	3.06	160	1.33	4
3435	3.52	301	0.58	4
3439	3.42	228	3.97	2
3444	1.11	8	3.32	2
3444	3.55	262	3.41	2
3459	3.35	124	2.37	2
3460	1.24	153	5.08	2
3460	2.47	231	5.52	2
3463	3.67	96	4.41	3
3463	2.74	79	4.79	3
3468	1.49	117	3.22	2
3471	0.63	224	3.05	3
3480	0.40	210	0.75	3
3483	1.51	23	2.15	3
3486	4.16	260	4.06	2
3497	0.78	174	1.23	2
3500	2.54	137	4.01	2
3533	3.08	10	5.21	3
3611	2.30	267	2.77	3
3626	1.96	310	3.82	3
3649	0.79	216	0.26	3
3660	0.60	160	1.05	3
3678	2.63	170	5.08	3
3770	1.20	34	1.44	3
3783	1.13	272	3.53	3
3790	1.28	138	1.91	4
3791	3.50	258	1.89	3
3805	3.7	199	5.37	4
3813	2.54	283	4.58	4
3813	2.13	58	4.22	4
3856	2.54	101	3.27	4
3886	0.50	116	1.13	3
3891	1.05	240	4.69	2
3891	2.01	136	4.92	2
3907	1.58	162	6.31	2
3907	2.82	72	3.23	2
3928	2.96	265	1.21	3
3946	4.27	61	5.26	2
4004	1.93	217	4.34	2
4021	1.92	113	0.52	2
4053	4.11	302	5.51	2
4062	1.49	28	3.66	3
4098	0.78	174	1.10	2
4131	2.85	124	5.04	3
4145	2.71	237	2.36	2
4149	1.76	63	0.17	2
4166	3.54	157	3.29	2
4194	2.17	290	3.41	2
4205	2.71	66	2.65	2
4208	0.99	234	2.57	2
4209	0.96	203	0.37	2
4226	2.49	267	4.18	2
4267	1.66	194	3.29	3
4268	3.56	263	4.77	3
4274	3.26	207	3.71	2
4274	4.54	327	4.11	2
4287	0.61	76	1.27	2
4313	2.88	81	4.19	2
4323	1.12	96	2.22	3
4329	1.93	117	4.64	2
4331	0.45	103	0.25	2
4334	3.32	15	3.79	3
4343	0.89	138	1.13	3
4343	3.68	350	4.81	3
4345	3.17	242	3.22	3
4353	3.50	36	2.75	3
4366	2.46	303	3.38	3
4368	2.33	162	3.28	4
4389	2.88	332	0.58	2
4399	2.16	17	6.24	2
4405	2.95	249	3.19	3
4407	2.54	298	2.97	2
4409	2.89	139	6.10	2
4418	1.41	172	2.23	3
4421	2.45	322	4.62	3
4443	3.41	26	5.00	2
4463	2.45	143	0.01	2
4467	3.99	131	4.21	3
4495	3.06	89	3.90	2
4495	3.41	344	2.68	2
4495	3.04	58	4.73	2
4523	3.94	100	2.61	2
4526	2.53	346	4.44	3
4526	3.98	179	4.80	3
4549	0.75	149	1.99	3
4550	1.03	325	0.04	3
4567	1.31	142	2.48	2
4575	2.97	61	2.18	2
4580	1.58	60	1.27	2
4582	2.71	308	6.28	2
4582	3.55	286	3.27	2
4590	0.87	340	0.38	3
4625	1.22	69	0.28	4
4630	3.94	53	2.17	3
4634	0.35	275	1.55	2
4651	1.22	105	2.88	2
4653	0.77	324	2.02	3
4655	3.17	116	3.02	3
4656	2.89	23	1.42	2
4657	2.11	234	3.27	2
4661	3.93	198	2.32	3
4699	4.01	285	5.93	2
4700	3.77	49	1.89	3
4707	3.7	13	6.41	4
4710	2.70	168	3.50	3
4713	1.72	251	0.27	3
4743	3.06	98	2.29	3
4750	2.09	322	1.95	3
4759	0.67	4	2.12	3
4764	3.83	204	2.42	4
4768	1.30	159	3.99	2
4792	3.68	318	2.36	2
4793	2.37	225	4.25	4
4797	3.59	127	1.12	2
4797	3.93	77	3.37	2
4810	2.36	146	3.16	3
4812	3.15	100	1.84	2
4813	2.54	208	1.22	2
4813	4.03	146	3.34	2
4823	1.40	153	0.59	2
4871	0.96	333	3.12	2
4881	3.42	30	3.30	3
4895	2.27	75	2.28	3
4923	0.78	123	1.46	3
4974	1.23	242	3.33	3
4993	3.49	148	4.13	3
5004	1.05	109	1.05	3
5052	0.75	285	0.68	3
5101	1.24	99	3.33	3
5143	1.22	222	3.83	3
5210	2.71	267	2.22	3
5216	3.67	96	3.31	3
5220	2.83	109	7.22	3
5220	2.89	216	3.27	3
5232	1.75	200	4.67	3
5243	0.77	17	0.55	3
5243	2.41	128	5.53	3
5274	3.95	272	4.13	4
5327	1.88	211	3.43	3
5327	3.63	277	3.92	3
5327	3.96	342	-0.12	3
5331	3.67	351	3.72	3
5332	2.19	7	2.37	3
5332	3.61	129	0.63	3
5340	1.24	217	2.66	3
5373	0.21	81	0.12	3
5426	2.93	152	1.75	4
5440	2.45	345	3.04	3
5454	2.07	286	1.77	4
5465	2.85	158	1.36	3
5475	3.19	70	3.65	4
5480	3.52	174	1.24	3
5482	0.62	270	1.44	3
5486	0.34	333	0.73	3
5527	2.85	236	2.63	4
5552	1.09	165	0.82	4
5553	0.97	346	2.52	3
5556	3.28	162	4.31	3
5556	3.22	247	5.29	3
5570	2.06	236	4.64	3
5578	0.33	89	1.78	3
5640	0.53	113	2.26	4
5665	2.11	91	3.24	3
5671	2.17	225	1.79	3
5672	3.17	169	4.58	4
5695	0.60	163	1.47	3
5707	2.71	239	2.43	3
5762	0.23	95	0.65	3
5774	1.32	336	1.90	3
5790	3.69	357	-0.67	4
5792	3.59	116	-0.07	4
5797	3.62	103	1.37	4
5868	2.8	94	2.71	4
5885	3.42	127	4.03	3
5889	0.77	246	1.42	3
5895	2.34	249	3.41	4
5941	1.07	216	5.28	4
5961	0.87	112	1.45	4
5993	1.25	217	3.06	4
6104	1.84	206	4.01	4
6109	0.60	322	1.30	3
6111	2.14	48	4.40	3
6120	3.85	128	2.48	3
6132	1.23	91	0.90	3
6202	0.77	322	2.49	3
6224	2.97	167	4.19	4
6256	3.05	103	2.27	4
6258	2.17	241	4.14	3
6297	2.56	103	1.55	4
6297	2.96	308	5.89	4
6311	1.75	290	0.83	3
6329	1.22	279	1.43	3
6384	3.53	285	2.09	4
6390	2.82	309	1.57	4
6415	1.75	48	1.17	3
6464	0.75	122	1.72	3
6475	1.31	57	0.50	3
6482	0.52	271	0.58	3
6483	1.41	272	2.78	3
6527	2.21	353	1.60	3
6539	1.58	175	3.89	3
6560	3.28	246	6.04	3
6560	2.20	30	5.38	3
6600	2.36	315	5.28	4
6602	0.77	322	0.54	3
6605	2.53	320	3.46	3
6610	1.73	84	2.68	3
6610	2.63	216	1.22	3
6654	1.41	195	2.88	3
6697	3.91	313	3.4	4
6706	1.04	339	1.44	3
6728	1.94	134	5.04	3
6745	3.07	72	3.78	3
6745	2.85	163	3.92	3
6783	3.25	178	3.31	4
6793	2.84	309	4.47	4
6800	2.62	145	5.10	3
6800	3.11	337	5.41	3
6835	3.08	78	5.34	4
6907	3.35	99	-0.36	4
6918	0.62	98	1.33	4
6925	2.66	125	1.71	3
7002	3.2	247	2.95	4
7003	3.78	285	1.9	4
7020	3.28	23	1.43	3
7032	2.74	182	5.8	4
7050	1.78	129	2.5	4
7087	1.89	165	1.69	4
7129	1.27	191	2.39	4
7205	1.04	42	0.44	3
7220	3.57	27	1.33	4
7389	1.84	291	6.2	4
7395	3.41	212	3.00	3
7408	1.67	184	2.65	4
7426	2.45	212	2.37	3
7448	0.87	260	1.40	3
7455	1.86	306	2.39	4
7470	1.52	303	0.17	4
7501	1.15	15	1.36	4
7527	2.75	98	4.41	4
7539	2.97	348	3.03	4
7540	3.67	152	5.64	4
7546	2.93	223	5.92	4
7572	2.97	16	6.14	4
1560	1.54	161	0.18	4
1777	2.36	326	3.82	4
3740	2.22	105	7.03	4
3954	0.98	188	0.51	4
5917	0.91	79	3.97	4
6999	1.11	52	3.01	4
726	0.85	94	3.82	4
7383	1.03	27	5.06	4
1218	2.96	15	2.82	1
1361	0.78	110	3.02	3
1387	3.02	302	4.35	3
1457	2.95	118	4.2	3
1519	3.01	284	4.24	3
1530	2.63	104	4.5	1
1606	3.58	100	5.19	1
1609	2.73	295	4.28	1
1739	2.14	83	5.08	3
1847	2.57	39	4.7	3
1957	2.21	86	6.1	3
2150	3.09	319	4.02	3
2150	3.08	321	4.21	3
216	1.75	0	3.97	1
2353	3.54	211	3.73	3
2497	3.03	210	3.48	3
2610	3.89	118	5.01	3
2660	1.46	204	4.4	3
2699	3.83	293	2.83	3
2742	3.68	327	4.21	3
2768	3.62	303	4.23	3
2841	0.73	27	4.18	3
3022	3.96	1	3.61	3
3037	3.39	53	4.84	3
3113	3.65	2	4.32	3
3266	1.35	171	4.42	3
3349	3.08	170	3.77	3
3386	3.32	246	4.2	3
3395	3.52	171	3.61	3
3428	3.24	259	4.28	3
3467	2.96	228	3.9	3
3472	3.91	271	5.28	3
3478	3.56	193	4.73	3
3487	2.22	161	6.62	3
3652	1.89	296	3.03	3
3652	1.9	299	3.46	3
376	3.48	220	4.88	3
4178	2.82	204	4.45	3
4357	3.2	52	4.15	3
4447	2.76	72	4.6	3
4466	1.97	283	4.68	3
4477	3.16	177	3.69	3
4548	3.24	36	4.26	3
4597	3.37	176	3.8	3
4649	1.35	134	4.37	3
4774	3.85	243	5.01	3
4837	2.99	263	4.31	3
4896	3.5	178	3.37	3
490	2.29	60	4.81	1
4982	3.1	241	4.33	3
5121	3.56	257	5.03	3
5310	2.74	224	4.76	3
5326	2.23	102	4.11	3
5485	3.29	330	2.54	3
5485	3.34	332	2.56	3
5528	2.68	62	5.73	3
5959	2.75	188	4.74	3
599	3.77	239	4.69	3
6093	2.97	202	3.35	3
6115	3.56	350	5.21	3
650	2.59	266	3.49	1
6513	1.15	77	3.53	3
6559	2.74	184	4.46	3
721	1.78	195	3.88	1
805	2.0	89	3.53	3
826	0.82	202	3.3	3
830	3.56	15	4.57	3
838	1.71	7	4.55	3
886	3.77	356	3.69	1
904	3.23	192	2.62	3
986	3.72	226	3.76	1
